TropeID,Trope,Description
t21293,StalkerWithoutACrush,"Not all stalkers are motivated by sexual or romantic desire. Some are non-romantically obsessed with someone, some want a favor from someone, some want to kill someone or otherwise do them ugly, some just want to stalk someone for the hell of it, or whatever other motives. A Mysterious Protector might be one of these.
Compare and contrast Stalker with a Crush. Contrast because it refers to motives other than having a crush on someone, and compare because it can often resemble that motive for stalking through the ""Does This Remind You of Anything?"" approach. Also, sometimes a Stalker Without A Crush can develop a crush on whomever they are stalking over time.
They appear very often in horror movies with a slasher killer. Chances are that the killer stalks and harasses someone who doesn't know them that well because the killer is an Ax-Crazy lunatic who wants to kill them. Said serial killer would follow them around forever until they have the perfect opportunity open.
Compare Mysterious Watcher."
t21339,StarCrossedLovers,"Two lovers—often but not always teenagers—doomed to be kept apart no matter how hard they struggle to be together. It may be Fate, or fatally-Feuding Families, or it may be something as mundane as a few hundred miles' separation, but something will always be in their way. Often, the two can only be Together in Death. William Shakespeare's Romeo and Juliet is the most famous example (and the Trope Namer), but the archetype dates at least as far back as Mesopotamian Mythology and Egyptian Mythology, making it Older Than Dirt.
In modern times, the term ""star-crossed"" is often unknowingly misused to mean lovers who are meant to be together. It means just the opposite—the stars (i.e. destiny or the heavens) have ruled against them, or ""crossed"" their plan. Compare the word ""disaster"", which has the etymology ""away; without"" (""dis"") + ""star; planet"" (""aster""). Then again, if the stars rule that much, they probably decreed the love as well as the impossibility, making the stars capricious and cruel at the very least. It also refers to destiny and the inevitability of the two characters' paths crossing each other. It usually, but not always, refers to unlucky outcomes, since Romeo and Juliet's affair ended tragically. Further, it may also connote that the lovers entered into their union without sufficient forethought or preparation, that they did not have adequate knowledge of each other, or that they were not thinking rationally (because they were being controlled by fate).
One common version of this trope, Love Above One's Station (i.e., being in love with someone from a different social class), is at least discredited if not actually dead and buried in contemporary settings, but was very much true in the past, and can still work when applied to historical settings. While it's difficult even today to have a relationship with someone from a very different background, in the old days, it was all but impossible: if you were from the lower class and courted your ""better"", you'd be treated with the vilest contempt and risk arrest and/or violence (possibly even death); meanwhile, a ""better"" who reciprocated would be disowned and possibly shut off in a nunnery, a monastery—or even an asylum.
Hence all those tragic ""servant/slave/peasant loves the lord/lady/king/queen, and their Love Ruins the Realm"" stories. The accepted practice for someone in love with a royal, at least in contemporary fiction, was to express that love through loyalty and duty rather than presume to have a romantic relationship with them.
Forbidden Love and its sub-tropes are often the reason two lovers are star-crossed. May be used as a Pretext for War. One of the top reasons for a Balcony Wooing Scene.
Contrast Love Transcends Spacetime and Nobody Thinks It Will Work, where the power of love overcomes."
t21384,StaticCharacter,"Change isn't always a good thing, nor necessary. Likewise some characters, be they round or flat, will end a story with pretty much the same personality and traits they began with. These Static Characters can go entire seasons or books without changing or experiencing the Character Development that a more Dynamic Character does. If they ever learn a lesson that might make them change noticeably, they will always immediately forget all about it by the next episode. Learned nothing and forgotten nothing, if you will.
This is NOT necessarily a bad thing, as some characters don't need Character Development. A badass does not have to decay into The Woobie to stay an interesting character —- while some consumers may embrace the evolution, others will cry out, ""We Want Our Jerk Back!"" Such characters are useful in secondary roles, serving as yardsticks against which your central (and Dynamic) character's growth can be a foil. If you want your Static Character in the central role, just enforce it internally, using a Pygmalion Snapback or a painful collision with Status Quo Is God. Some comedies are built around characters whose personalities are set in stone and will never change, whatever happens. For that matter, every tragedy is built around characters whose personalities are set in stone and will not change, whatever happens.
Also note that Static Characters are not by definition boring. Obviously, it helps if you've got a Round Character, as exploring all their pre-existing facets can entertain without requiring character evolution. Furthermore, the introduction of Hidden Depths or an exploration of a Dark and Troubled Past accomplishes similar things; while the character is technically not evolving, the audience's perception of the character very much does. And these characters are ripe for internal conflict, since we already know a fair bit about them. Interest can also be wrung out of exploring how and why the character stays so constant in the face of the dramatic events of the plot — this can in itself be evidence of unusual self-assurance, determination or unflappability.
Having said that, Flat Characters who are also Static may begin to get dull unless the author takes care to make them entertaining somehow, be they the Butt-Monkey or perpetual Fish out of Water.
Despite their unchanging nature, Early Installment Weirdness can still a distinct possibility; Static Characters are frequently the result of Flanderization.
Static Characters are not to be confused with the Character Static."
t21429,StealthPun,"The writers put in a joke (almost always a pun), but never make or put in a Punch Line or explicit statement, hiding it in the set up of the joke. Some percentage of the audience will ""get"" the joke, but the rest will know it was there and be going, ""What? Why didn't you say it?"" There can be several reasons.
The form can range a bit from a ""fill in the blank"" stand-up-style jokes to cases where the plot and setting form a pun that you only realise when you try to summarise the situation later. If you're on the Internet, expect someone to respond with, ""I see what you did there"".
Also, as this page is about puns that are intentionally obscured in-work, it is one of the few times when it is good form to explain the joke. Use your judgment to avoid far-reaching examples; almost anything can be turned into a pun with enough thought. We want the ones that were likely intended by the creators.
Compare Visual Pun, another form of subtle punning and Subverted Punchline, for when the audience thinks they know what's coming. See Don't Explain the Joke for the complete opposite. Sister Trope of Orphaned Setup."
t21533,StockUnsolvedMysteries,"The possibility to let your characters witness or even participate in events that actually happened, is probably one of the most appealing aspects of Historical Fiction, Flashbacks, Time Travel stories and the like. But sometimes it can be quite hard to shoehorn your characters in, if you don't want to sacrifice too much of historical accuracy. Especially if your character doesn't quite fit into the historical setting, because he is a Ninja Pirate Zombie Robot.
The solution: Take a famous historical event that is shrouded in mystery, an event of which not many details are publicly known. Then fill the gap of historical records with whatever you want, this way ""revealing"" what actually happened. This adds the bonus that everyone likes a good mystery (and its eventual solution).
Depending on the tone and genre of your work, your ""explanation"" can range from mundane, over humorous, to absolutely fantastic.
The Been There, Shaped History person likes to cause these events. Of course Historical Domain Characters as well as fictional Public Domain Characters may be involved too. Perhaps they did even use a Public Domain Artifact.
Anyway, in the end you can proudly claim that your story is Very Loosely Based on a True Story.
Closely related to Historical In-Joke. Can also overlap with Beethoven Was an Alien Spy, when the focus lies on specific historical individuals. Often happens at, and tightly involves, a Landmark of Lore through Alternate Landmark History. Also, at least one of this events is a must-have for any Conspiracy Kitchen Sink story worth its salt.
Note that sometimes mysteries get solved, or even debunked as not having been that mysterious in the first place. In this case the work either was written in a time before the solution/debunking, or the writer didn't get the memo, or he's just using Artistic License. For obvious reasons, solutions that are perceived as ""boring"" are the most likely to be disregarded by writers.


Comic Books
Film
Literature
Live-Action TV
Video Games
Webcomics
Web Original
Western Animation"
t21776,SuckOutThePoison,"Alice and Bob trek through a desert. Bob unwittingly steps on a snake - and, unfortunately for him, it's venomous. Immediately, Alice starts sucking out the poison to buy him some time before they find real aid...
Do Not Try This at Home. This used to be taught up until recently-ish, but as it turns out, A) All the bacteria in your mouth could cause an infection in the wounded person; B) Sucking out of a thin puncture will only make the area swell, and C) You're too late - the moment a person's heart beats after a bite, the venom is already circulating around their body anyway.
Note that this trope, like most snake-bite ""cures"", became popular because it seems to work. This is helped by the fact that people survive the vast majority of venomous snake bites even without treatment, and a large proportion of snakebites are 'dry', meaning the snake releases no venom anyway. So, someone gets bitten, someone else 'sucks out the venom' (even though there is no venom), and the person gets better (simply because most people do), and both parties become convinced that sucking out the venom works!
In reality, the currently advised First Aid for snakebites is to keep the victim calm, prevent them from moving, and arrange for them to be transported to the hospital. In Australia, a country packed with things that can and will bite or sting you on a moment's notice, pressure immobilisation bandages are also recommended.
May be used as a form of Intimate Healing. Similar to Kiss of Life, as both require pressing one's lips to an injured party's body, but since any part of the body can be poisoned, it's as likely to be gross or funny as sexy. A subtrope of Worst Aid."
t21795,SuddenlyShouting,"Two characters are carrying on a conversation. Alice says something. Bob responds in his regular voice, but then SUDDENLY HE'S SHOUTING!
Typically happens for one of three reasons:
Compare Careful with That Axe and Last Note Nightmare, which apply a similar sort of logic to music. Sometimes overlaps with Punctuated! For! Emphasis! or HA HA HA— No. Not to be confused with Suddenly Susan the song ""Suddenly Seymour""."
t22096,SweetPollyOliver,"A female character dresses up as a man to accomplish some end. Often becomes a variant of the Jackie Robinson Story. The sports version is especially popular in children's media, since it allows for an Anviliciously contemptuous boys' team for the heroine to win over with her talents.
Named for the old, old folk song ""Sweet Polly Oliver"" (quoted above), in which a woman disguises herself as a man so she can join the army and follow her soldier lover. However, the trope predates the name, going back apparently to a 6th century AD Chinese myth. And of course, women disguising themselves as men in order to join the military has happened time and again throughout history, for any number of reasons—a deeply held desire to do so, a living in times when there was no other way to support herself, even getting away from a terrible situation at home.
A transgender man might be mistaken for a Sweet Polly Oliver. It can be difficult or impossible to tell if a Real Life Sweet Polly Oliver was actually trans.
If a girl dresses like that all the time, she might be a Wholesome Crossdresser. Sometimes the audience (or a character) doesn't know this at first, and is surprised to find out Samus Is a Girl.
Contrast with Harmless Lady Disguise, Moustache de Plume, and Disguised in Drag; is a type of She Is the King (Type 1, to be specific). Some men may subconsciously see through this, and become Sweet on Polly Oliver. Since, in most cultures, she needs a new name, may occasion a Meaningful Rename. Not to be confused with Bifauxnen. If employing this trope allows a female character to be the first of her gender to achieve something, she's Breaking the Glass Ceiling (or sneaking past it, anyway).
Many times when this is done in film and TV, the actress playing the crossdressing character rarely does a convincing job (see Hollywood Homely), requiring Suspension of Disbelief on the part of the audience that the other characters encountering her really believe she is male. On the other hand, quite a few women really did get away with this surprisingly easily in the past, which The Folklore of Discworld phrases as:
To make it easier for the audience to believe that Sweet Polly Oliver passes for male, she'll often be tall and lack curves. If she begins crossdressing at a young age, she might worry about it being harder to pass when she goes through puberty.
As a type of Weirdness Censor, the human mind will simply ignore small details that could give the ruse away, once it has classified a person as either male or female. And in societies in which male and female gender roles are clearly separated with no room for overlaps, this effect would be even stronger, as the idea of meeting a crossdresser would be even more inconceivable than it is today.
You can listen to the full version of the song here."
t22111,SwissArmyWeapon,"When you have your weapon act like it is a Swiss-Army Knife — having multiple functions in one — you have a Swiss-Army Weapon.
There are many ways of accomplishing this. The most common is having your weapon be several weapons in one, whether they are weapons literally strapped onto each other and capable of acting as 2 (or more) weapons at the same time, or having several forms it can cycle through. Or, it may just be a humble single-formed weapon that the user finds many uses for, including uses that are improbable and sometimes non-combat utility that may be mundane in nature.
The advantages are numerous; it gives you more versatility in combat, letting you handle more problems than someone with only one weapon. It also (usually) takes less space than if you carry several weapons at once, making you less encumbered. Be careful of Rummage Fail, however, which is a bit of a problem in the middle of battle. So what else can a character do if they want the versatility of, oh, say... ten pointy and blasty things?
See also Ninja Pirate Zombie Robot.
See Magic Tool and Every Device Is a Swiss-Army Knife for the tool-oriented variant of this trope (though weapons that combine the uses of/have tools and weapons in them aren't unheard of). Related is Bifurcated Weapon, a weapon that can be separated into smaller weapons; the fact that the ""separated form"" and ""combined form"" add to the user's versatility makes it much like this trope. Sub-Trope of Impossibly Cool Weapon. Supertrope to:
The self-directed version is a Do-Anything Robot. And of course, this weapon goes very well with Adaptive Armor.
Do not confuse with actual Swiss-Army Weapons."
t22113,SwissCheeseSecurity,"Characters can enter the premises of a certain facility whenever the plot necessitates it, despite presumably locked doors or obvious obstacles. Any trouble they should logically run into seems to be deliberately not shown. Sometimes this is just a matter of not having enough money for a transitional set.
Expect The Guards Must Be Crazy trope for some of these places. If the character has already broken in when the owner returns, it overlaps with Trespassing to Talk.
See also Bavarian Fire Drill, Imperial Stormtrooper Marksmanship Academy, No OSHA Compliance, Unguided Lab Tour, and What's Up, King Dude?. Compare Unsafe Haven and Cardboard Prison.
If the facility in question actually does have good security but is easily breached anyways, it may be a case of Dungeon Bypass."
t22115,SwitchingPOV,"A switching Point of View is closely related to, but distinct from, Rotating Protagonist. Rather than an omniscient third-person narrator showing us Jack, then Sally, then Pauline, as we would with a Rotating Protagonist, we see the story from Jack's perspective, then Sally's, then Pauline's. Can be very useful if the POV is third-person limited or first-person, as this can give us information we otherwise wouldn't have — for instance, we could find out that Pauline's motivations are genuinely good or she really did kill that guy, something neither Jack nor Sally would know.
The most obvious way to do this is to switch from Jack being ""I"" to Sally being ""I,"" as even if they're both in the scene, it's clear whom the focus is on. A book can also pull this off with third-person limited (you see both as ""s/he"", but you're only inside one's head at a time). Primarily a literature trope, but a duet or film can also work. You just need narration of some sort.
Switching from first person (I) to second (you) or third (s/he) would also work. Obviously, this is quite useful if one character falls unconscious or ill, or is simply not where the author needs the story to be.
Sister Trope to ""Rashomon""-Style, but the accounts do not need to disagree or even overlap, and also Rotating Protagonist, but rather than simply seeing different characters, we get their perspectives. Super-Trope to Scrapbook Story. See also Twisted Echo Cut. When all main characters get their POV represented except one, it's a Non-P.O.V. Protagonist. Not to be confused with Camera Perspective Switch, where the camera's point of view changes, or Perspective Reversal, where characters change their beliefs so that each expresses ideas formerly associated with the other."
t22219,TakeThat,"Every so often a TV Series, Film, or even radio talk show will make a reference to another one, usually in the same market niche or genre. Most of the time it's just a simple Shout-Out or a Homage, and if it's a Comedy Series, you can expect at least a little spoofing.
But sometimes it's a bit more mean-spirited than that. Whether it's because of a perceived rivalry, jealousy, bitterness, or pride, the mention will be derogatory and boastful. More often than not, rather than being a ""Take that!"" to the disparaged show, it'll reflect even worse on the joker, making a good production turn sour, and a bad production look like a monumental act of hubris. It can be especially jarring (and often hilarious for reasons the producers didn't intend) if the show being mocked goes on to win popular and/or critical acclaim, awards, and respect from its audience, while the show doing the mocking becomes widely reviled or forgotten. And even when that doesn't happen, a particularly nasty and/or unsubtle Take That can alienate fans of whatever it's targeting rather than making them laugh. On the flip side, however, a ""Take That"" which is well-done and on-point can be enjoyable and satisfying to watch (even if mainly in a schadenfreude sense), and if the creator is particularly skilled, then even the target might be willing to admit that the Take That had a point, or at least was Actually Pretty Funny.
""Take That"" is something you hear a lot on DVD commentaries. Whenever the show gets to a gag that's at the expense of some real-life group(s), the commentator says, ""Take that, celebrity / studio / organization / other target!""
It is more likely to occur if the creators of the work are relatively confident they won't suffer any significant backlash from the insult; for example, someone who has Protection from Editors, or the writer of a Fan Work or Webcomic.
Often, a Take That will be aimed at someone or something related to the work itself:
This is sometimes known as a ""potshot"" in normal parlance.
A common element of commercials. Often uses Brand X / No Celebrities Were Harmed / Scapegoat Ads.
Not to be confused with This Loser Is You, nor with the British boy band. Nor the Big Word Shout used by protagonists in the Ace Attorney series, nor the Board Game mechanic where players directly make moves against others in the game. Often a Super-Trope of Muse Abuse.
Note to Tropers: Please do not pothole any ""hilarious"" insults you may feel like making towards your least favorite work to this article. We tried letting that slide once, but the potshots got too frequent for their own good and had to be quashed (that, and it's Conversation in the Main Page nine times out of ten)."
t22250,TalkingAnimal,"Many cartoons have them — some animation companies have made their entire core casts out of them. Very simply, these are animals who talk. They are a lot better at it than the Speech-Impaired Animal. They can easily hold down a conversation with human members of the cast. It's not like every human Speaks Fluent Animal either; the animals themselves are able to talk and that's just the way it is.
Despite their ability to speak, they are still animals in almost every other way, particularly when it comes to instincts, priorities and motivations. They very rarely wear clothes, and they are often vocally proud of the fact they aren't human. They may even choose to talk to no one but a single human, who typically finds this very disturbing. They may even break the Fourth Wall and talk only to the viewer.
There is some Truth in Television — a few animals have a naturally humanlike voice, believe it or not. note Goats in general are considered elderly due to their old-sounding voice. Blue-fronted Amazons in general are considered very young due to their childlike voice. Rams in general. Hoover the talking seal, a zebra.
A Talking Animal doesn't have human mannerisms, making them different from:
A good comparison: Ralph the mouse (from The Mouse and the Motorcycle) is a Civilized Animal; he lives in a mousehole, dodges cats, and runs around naked (save for his fur), yet he enjoys motorcycles and regularly talks to the human boy Keith. Mickey Mouse is an example of Funny Animal; he lives in a house, drives a car, wears clothing, and sprays his garden with pesticides (think about that for a second).
Like many Speech Impaired Animals and Nearly Normal Animals, many Talking Animals lack hands and walk on all fours, negating the possibility of performing many human tasks and behaviors. A few examples are bipedal if their species is flexible enough. However, when required by a joke, the Talking Animal can sometimes act like the more anthropomorphic Civilized Animal or Funny Animal.
Since these are otherwise normal animals who are able to talk, the issues of Furry Confusion don't usually come up. The issue of What Measure Is A Nonhuman, however, is far more likely to affect a Talking Animal than a Funny Animal. That said, Talking Animals are likely to voice just what they think about humans...
The Fairy Tale is more likely to feature a talking animal than a fairy. (Although they do often turn out to be humans under a curse. Or even ghosts.)
Lots of verbal jokes involve talking animals, with the humour usually deriving from a trait of that animal or a pun based on the word for the animal. A common subversion of these jokes is to replace the punchline with something along the lines of ""Holy crap, a talking horse!"" See also Not in Front of the Parrot.
Fun fact: As ridiculous as it sounds, there are some books like Charlotte's Web that were banned in some areas of the U.S. because they had talking animals in them.
Many Weasel Mascots, Non Human Sidekicks, and Team Pets are Talking Animals. Talking birds are a separate subtrope. Compare Intellectual Animal, Sapient Steed, and Uplifted Animal. For the next step ""up"" in the latter, see Partially Civilized Animal, Civilized Animal, and Mouse World. See also Sliding Scale of Anthropomorphism.
Compare Animal Talk. Contrast Pantomime Animal."
t22582,TheAlcoholic,"WHERE'S MY BOURBON?
This person likes their liquor, and in large amounts. They may realize they have a problem, and get on and Off the Wagon, or they may be a Drunken Master, and this is merely a part of their ""training"", or a result of their — ""skills"".
Sometimes, this character is merely Drowning Their Sorrows and will bounce back later in the series. Other times, they've been this way from the beginning and has no plans to stop anytime soon. Worried friends may try to help by Nailing Them to the Wagon, though this attempt at forcing them to go Cold Turkey will result in delirium tremens (hence why it is a tradition in psychology that when rehabilitating someone, do it step-by-step).
Real Life alcoholics are not always lying in the gutter — sometimes they are just people who drink alone, or for the sake of drinking, but never appearing to drink to excess (due to tolerance). Commonly, alcohol is drunk due to its effects as an anti-anxiety drug. It is entirely possible that successful people may be alcoholics on the inside. The High-Functioning Alcoholic is proof that sometimes you cannot tell an alcoholic by mere appearance, and they may be in fact be in lofty professions such as law and politics (both highly associated with alcoholism; there are even specialized help lines and recovery networks for lawyers and judges needing help with alcohol and drug use). Hollywood, however, prefers the ""Straw Boozer"" form: someone wandering the streets in a stupor with a bottle in their hand is more obvious and pathetic than a high-functioning alcoholic who usually stays in their room with a glass in hand contemplating.
Most fictional alcoholics experience Pink Elephants — another trope that only loosely touches on the reality.
There is no known cure for alcoholism. Someone who has managed to quit the habit is considered a recovering alcoholic, and if committed to it, remains in whatever therapy he or she used to become sober. That said, there are people who quit without therapy, or who stay sober without therapy, as well as some (very) rare people who don't become sober but do become moderate and responsible drinkers (and their mere existence is controversial to the point of Flame Wars over whether they are ""in denial"" or if it really is possible to drink responsibly once having become addicted).
Note that making a Real Life actual alcoholic (as in a physically addicted to alcohol one, not just an emotionally addicted one or ordinary irresponsible drinker) go cold turkey is putting their life at risk, as alcohol withdrawal can lead to delirium tremens, which, if untreated, results in death. Physically addicted alcoholics must be tapered off of alcohol, slowly reducing the amount they drink, or weaned from it in a proper hospital setting where if they begin to go into delirium tremens, it can be treated.
The Always Female versions are Hard-Drinking Party Girl and Lady Drunk, but alcoholism is only one of her character traits.
Compare The Stoner, Drunken Master, Vodka Drunkenski, Hard-Drinking Party Girl, Off the Wagon, Beergasm, Quick Nip, I'll Tell You When I've Had Enough!, and Addled Addict. If the whole plot is about how a character became an alcoholic, it's an example of Descent into Addiction. Oddly, there are ""alcoholics"" who can get drunk off of milk. The Teetotaler is the direct opposite.
We also have a Useful Notes page on Alcoholism And Alcohol Abuse"
t22620,TheAtoner,"Once, there was a major villain named Bob. He committed every crime one could think of, and he did it with a song in his heart and a skip in his step. Then, something happened to make him see the horror of what he was doing. He realized how much pain he had caused, and he set out on a personal quest to try to make it right.
The Atoner is an evil character who has realized the error of his ways, possibly wants to make amends, and has decided that they will do so via heroic deeds. Simple imprisonment won't do, because it does nothing to make recompense for what he's done wrong. Besides, he still has all these amazing skills and resources from the Bad Old Days — wouldn't it be better to use them for good?
The problem is, Bob often has to wrestle with the temptation to return to his old ways, along with the massive guilt built up over years of carefree evil. Also, said previous villain skills usually involve killing people in very messy ways, which can result in karmically harmful situations. Other times Bob's evil side won't go down without a fight, and manifests itself as an Enemy Within. Ultimately, it comes down to the fact that morality isn't a book that can be balanced—no amount of babies saved now will bring Bob's past victims back to life. The Atoner usually realizes that ""Redemption is the path, not the destination"" and continues for the rest of his life.
Sometimes 'the rest of his life' is short because Redemption Equals Death. Generally the only Atoners who avoid this are main characters who are already in the atoning stage by the series' start. Atoners often end up as Knights in Sour Armor. Those who believe redemption inherently equals death may well become Death Seekers.
A subtrope of this is ""Assassin Wants to Quit"". Stories involving them allow us to cheer on the assassin as they battle their former employers using the same murderous skills they honed during their previous career. Atoners sometimes go on a Redemption Quest in order to atone. If their deed of atonement is especially painful, it may overlap with The Penance.
Would-be Atoners who are not sincere are trying to Buy Them Off. Not to be confused with The Aloner, though they can both coincide if the character is trying to atone for killing off everyone else on the planet. And especially not to be confused with The Stoner (unless they turned to drugs to cope with their guilt). The Atoner may face rejection and hatred from those who don't believe he's reformed, which is Reformed, but Rejected, and more importantly, he must be careful not to run into the Heel–Face Door-Slam. In some instances, however, there are characters who will acknowledge The Atoner's change of heart, but do so in a grudging manner. The Atoner must also beware of one character who actively seeks to end his path to redemption.
The success rate of atoners depends on where the work sits on the Sliding Scale of Idealism vs. Cynicism. In more idealistic works, or at least ones that posit that people can change for the better, atoners may have a greater chance of success, as proof that no matter one's actions may have been in the past, it's always possible to change for the better and do good.
Genuine atoners have a high chance of becoming The Woobie, especially if they were an Anti-Villain in the first place. See also, Be All My Sins Remembered, where they continue to suffer a guilt complex over their past misdeeds. Contrast with My Greatest Failure — instead of a formerly evil character turning from their past, a good character feels the need to atone for not preventing a bad outcome (regardless of whether they could have changed anything), and Retired Monster — a villain who has retired from their villainy but hasn't shown any regret or remorse for their misdeeds nor has made any attempt to redeem themselves. The Atoner may have experienced Go and Sin No More."
t22655,TheBigGuy,"In any decent Team, someone's gotta be the powerhouse.
They are usually unflinchingly loyal, and often they are the largest member of The Team and more effective in combat than anyone else. (Sometimes combined.) They will often be the point man that holds off the mooks while the others challenge the Big Bad. While The Leader and The Lancer fight side-by-side, The Big Guy can be a One-Man Army. Against stronger enemies they might end up suffering The Worf Effect; getting trounced to set up the villain as a credible threat.
Usually what holds them back from leadership is being Dumb Muscle, they know how to knock heads together but don't do much in the way of strategy. Despite this, as renowned warriors, they may still exercise authority over the support troops.
Note: The Big Guy may not necessarily be the strongest in the team, (and usually isn't by the end.) They just have to be the one who, out of most duties, specializes in physical fighting.
Traits common to the Big Guy include:
Powers and skills common to the big guy are:
More women are filling this role, which used to be a rarity unless the whole team was composed of women. Since physical strength is usually a masculine trait, she may be a tomboy, Lad-ette, or mannish. But you can flip this on its head by making her the Amazon: big, and beautiful.
If she's playing the tough guy straight, her softer side is often a secret cache of girlish habits which she finds embarrassing. On rare occasions, she may be revealed to be a Butch Lesbian, a Tsundere, or even a Violently Protective Girlfriend.
When there are Two Girls to a Team, the Big Girl and The Chick commonly form a Tomboy and Girly Girl pair. Most of the time, the Big Girl is the tomboy and the Chick is the girly girl.
Not to be confused with The Strongman (though overlap is not unheard of) or that other Big Guy.
Can have some overlap with Scary Black Man, The Strongman and the Proud Warrior Race Guy especially when dealing with dwarves. Often a victim of Big Guy Fatality Syndrome."
t22699,TheCasanova,"The (legal, and less repulsive than the better-known types) sexual predator — a man who relentlessly pursues, lands, loves, and then abandons members of the opposite sex, a skill bestowed upon him to demonstrate what a badass he is. Sometimes comic, sometimes a monster, always successful, this character leaves behind a string of broken hearts, and occasional vows of revenge that are rarely fulfilled. Casanova's only motivation is indulging his lust and desire, sating them with the bodies of his conquests.
This trope tends to suffer from three double standards when portrayed in media;
Contrast with the unsuccessful Casanova Wannabe. Compare with the inexplicable Kavorka Man. A guy who gets the girls like a Casanova, but unintentionally, is a Chick Magnet. If kind-hearted, may overlap with Chivalrous Pervert. The Charmer is equally charming but less sex-obsessed. If they really get around but want to settle down, it's Looking for Love in All the Wrong Places. A Handsome Lech has more negative connotations and a sparser scorecard than the Casanova.
The trope is named for Giacomo Casanova (1725-1798), a soldier, spy, diplomat, adventurer, and librarian whose extensive but unreliable autobiography (in which he almost literally described himself as God's Gift to Womennote ""Feeling that I was born for the sex opposite of mine, I have always loved it and done all that I could to make myself loved by it."") established his eternal fame as a lover. It should be noted that the historical Casanova was closer to a Chivalrous Pervert who really was looking for love... just with women who were locked in loveless political marriages — and also gained his successes famously ugly. (Definitely◊ he was no Heath Ledger◊.) Interesting and prone to be noted for his modern wannabes, he was one of the few 18th century men who bathed almost daily and asked the same thing from his partners.
Many films, TV movies and TV mini-series are named for and based on that person. The best known are Fellini's 1976 film, the 2005 film starring Heath Ledger, and the 2005 BBC drama mini-series starring David Tennant. The latter is considered one of the more faithful adaptations of Casanova's memoirs, while Fellini's... wasn't.
For the juvenile version — all of the above without the sex — see Kid-anova. Contrast the Serial Romeo (who falls in love with a long succession of women, one at a time and for reasonable periods). If the guy is actually only rumored to be a Casanova and has no evidence onscreen, it's the Urban Legend Love Life. If he develops feelings for one of his conquests (or someone who refuses him), he's a Ladykiller in Love. See More Friends, More Benefits for when the mechanics of a game encourage the player character to act this way.
Note: It should be mentioned that even after the affairs were over, most of Casanova's ex-lovers still liked him, and he was reputedly quite the gentleman. This trope would probably fit (the fictional) Don Juan better.
Finally, a warning: Despite ManEater being a redirect, this trope should NOT be confused with I'm a Humanitarian. Seriously, some people actually made this error on here."
t22720,TheChessmaster,"The Chessmaster gets his/her name from his/her ability to manipulate events (that is, they cause events to develop in the way they want in order to produce a desired result through planning them out) as if they were pieces on a chessboard. Chessmasters tug at their strings of influence, patiently move their pieces into places that often seem harmless or pointless until the trap is closed, and get innocent Unwitting Pawns (who else?) to do all the heavy lifting. The best will also have layers upon layers of misdirection and backup plans in case some unexpected hero appears to gum up the works.
Chessmasters can sometimes be on the side of good, but if so they'll almost certainly be the Anti-Hero (the Pragmatic Hero variation) at best or the Well-Intentioned Extremist at worst, as it's very hard to plan a Chessmaster scheme that doesn't sacrifice a few pawns along the way. Heroic Chessmasters are very often introduced as a Mysterious Employer. The Svengali, in acting for the (supposed) good of his protégés, will often be this (and if he isn't, he'll pretend).
Chessmasters can occasionally be The Strategist, although given the volatility of war, most Strategists will only ply their schemes one campaign at a time, with an emphasis on short-term goals (and an eye towards all possible future contingencies). The Game Master may be a Chessmaster also, but many of them prefer to give their orders more directly. Many chessmasters are Villains With Good Publicity, but they can also be someone no one has ever heard of. Almost all Ancient Conspiracies are led by a collective of chessmasters, silently working toward their goals over generations. Chessmasters also tend to be overconfident and usually panic when their ""perfect"" plans fail—unless they just start laughing instead. This is also usually averted when Magnificent Bastard and Chessmaster overlap, since a Magnificent Bastard is quite good at rebounding from defeat. Fond of a Battle of Wits.
Of course, actual chess ability is implied, and some Chessmasters take it literally, mapping their plans out with an actual chessboard, occasionally with pieces shaped like the main characters. Don't ask how this works, or where they get pieces. This is most likely a result of Smart People Play Chess. Compare the Manipulative Bastard who tends to be more personal and controlling in her/his manipulations. Compare/contrast Opportunistic Bastard as well. Contrast Spanner in the Works, though it's possible for a character to be both of these.
Chessmasters are usually (but not always) non-physical and unsuitable for action due to age, infirm, or simply being a thinker, not a fighter.
If the chessmaster is the villain, when the hero defeats them it's usually via the one move they didn't plan for.
Not to be confused with The Chessmaster, a long-running series of chess videogames."
t22727,TheChosenOne,"Only you have been deemed worthy to describe the secrets of... The Chosen One.
Take it for granted that they are The Only One. These characters have been chosen by some force and they are now the only ones capable of resolving the plot. The methodology may be imprecise, and bonus points apply if ""chosen one"" is actually used in the work. The key here is that these characters are held in esteem for their expected potential, occasionally determined by past accomplishments.
That said, always be wary about what the character has been chosen for. If their job description involves ""defeating the darkness"" and involves long years of danger and struggle, chances are good that they've been made The Hero. If, on the other hand, their job description involves getting pampered by half-naked temple virgins, then chances are very good that they've been chosen to be a sacrifice instead! And woe betide the world should the Chosen One be chosen to be a villain instead of a hero...

Subtropes include:
Compare Giving the Sword to a Noob, where someone obtains a powerful weapon, but is not able to wield it properly. See also Stumbled Into the Plot, where the protagonist instead of being chosen is simply someone who found the Inciting Incident by chance."
